2020-12-22 17:18:24,542 ERROR [http-nio-8080-exec-3] c.n.c.c.LoginController [LoginController.java:95] 响应验证码失败:java.io.IOException: ä½ çš„ä¸»æœºä¸­çš„è½¯ä»¶ä¸­æ­¢äº†ä¸€ä¸ªå·²å»ºç«‹çš„è¿žæŽ¥ã€‚
2020-12-22 18:35:30,489 ERROR [http-nio-8080-exec-6] c.n.c.c.a.ExceptionAdvice [ExceptionAdvice.java:22] server error:null
2020-12-22 18:35:30,489 ERROR [http-nio-8080-exec-6] c.n.c.c.a.ExceptionAdvice [ExceptionAdvice.java:24] com.nowcoder.community.controller.LikeController.like(LikeController.java:30)
2020-12-22 18:35:30,489 ERROR [http-nio-8080-exec-6] c.n.c.c.a.ExceptionAdvice [ExceptionAdvice.java:24] sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
2020-12-22 18:35:30,490 ERROR [http-nio-8080-exec-6] c.n.c.c.a.ExceptionAdvice [ExceptionAdvice.java:24] sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:62)
2020-12-22 18:35:30,490 ERROR [http-nio-8080-exec-6] c.n.c.c.a.ExceptionAdvice [ExceptionAdvice.java:24] sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
2020-12-22 18:35:30,490 ERROR [http-nio-8080-exec-6] c.n.c.c.a.ExceptionAdvice [ExceptionAdvice.java:24] java.lang.reflect.Method.invoke(Method.java:498)
2020-12-22 18:35:30,490 ERROR [http-nio-8080-exec-6] c.n.c.c.a.ExceptionAdvice [ExceptionAdvice.java:24] org.springframework.web.method.support.InvocableHandlerMethod.doInvoke(InvocableHandlerMethod.java:190)
2020-12-22 18:35:30,490 ERROR [http-nio-8080-exec-6] c.n.c.c.a.ExceptionAdvice [ExceptionAdvice.java:24] org.springframework.web.method.support.InvocableHandlerMethod.invokeForRequest(InvocableHandlerMethod.java:138)
2020-12-22 18:35:30,491 ERROR [http-nio-8080-exec-6] c.n.c.c.a.ExceptionAdvice [ExceptionAdvice.java:24] org.springframework.web.servlet.mvc.method.annotation.ServletInvocableHandlerMethod.invokeAndHandle(ServletInvocableHandlerMethod.java:105)
2020-12-22 18:35:30,491 ERROR [http-nio-8080-exec-6] c.n.c.c.a.ExceptionAdvice [ExceptionAdvice.java:24] org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerAdapter.invokeHandlerMethod(RequestMappingHandlerAdapter.java:878)
2020-12-22 18:35:30,491 ERROR [http-nio-8080-exec-6] c.n.c.c.a.ExceptionAdvice [ExceptionAdvice.java:24] org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerAdapter.handleInternal(RequestMappingHandlerAdapter.java:792)
2020-12-22 18:35:30,491 ERROR [http-nio-8080-exec-6] c.n.c.c.a.ExceptionAdvice [ExceptionAdvice.java:24] org.springframework.web.servlet.mvc.method.AbstractHandlerMethodAdapter.handle(AbstractHandlerMethodAdapter.java:87)
2020-12-22 18:35:30,491 ERROR [http-nio-8080-exec-6] c.n.c.c.a.ExceptionAdvice [ExceptionAdvice.java:24] org.springframework.web.servlet.DispatcherServlet.doDispatch(DispatcherServlet.java:1040)
2020-12-22 18:35:30,491 ERROR [http-nio-8080-exec-6] c.n.c.c.a.ExceptionAdvice [ExceptionAdvice.java:24] org.springframework.web.servlet.DispatcherServlet.doService(DispatcherServlet.java:943)
2020-12-22 18:35:30,491 ERROR [http-nio-8080-exec-6] c.n.c.c.a.ExceptionAdvice [ExceptionAdvice.java:24] org.springframework.web.servlet.FrameworkServlet.processRequest(FrameworkServlet.java:1006)
2020-12-22 18:35:30,491 ERROR [http-nio-8080-exec-6] c.n.c.c.a.ExceptionAdvice [ExceptionAdvice.java:24] org.springframework.web.servlet.FrameworkServlet.doPost(FrameworkServlet.java:909)
2020-12-22 18:35:30,492 ERROR [http-nio-8080-exec-6] c.n.c.c.a.ExceptionAdvice [ExceptionAdvice.java:24] javax.servlet.http.HttpServlet.service(HttpServlet.java:652)
2020-12-22 18:35:30,492 ERROR [http-nio-8080-exec-6] c.n.c.c.a.ExceptionAdvice [ExceptionAdvice.java:24] org.springframework.web.servlet.FrameworkServlet.service(FrameworkServlet.java:883)
2020-12-22 18:35:30,492 ERROR [http-nio-8080-exec-6] c.n.c.c.a.ExceptionAdvice [ExceptionAdvice.java:24] javax.servlet.http.HttpServlet.service(HttpServlet.java:733)
2020-12-22 18:35:30,492 ERROR [http-nio-8080-exec-6] c.n.c.c.a.ExceptionAdvice [ExceptionAdvice.java:24] org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:231)
2020-12-22 18:35:30,492 ERROR [http-nio-8080-exec-6] c.n.c.c.a.ExceptionAdvice [ExceptionAdvice.java:24] org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:166)
2020-12-22 18:35:30,492 ERROR [http-nio-8080-exec-6] c.n.c.c.a.ExceptionAdvice [ExceptionAdvice.java:24] org.apache.tomcat.websocket.server.WsFilter.doFilter(WsFilter.java:53)
2020-12-22 18:35:30,492 ERROR [http-nio-8080-exec-6] c.n.c.c.a.ExceptionAdvice [ExceptionAdvice.java:24] org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:193)
2020-12-22 18:35:30,493 ERROR [http-nio-8080-exec-6] c.n.c.c.a.ExceptionAdvice [ExceptionAdvice.java:24] org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:166)
